"name","pop","location"
"Halen","8548","https://www.google.com/maps/?q=50.9484,5.11096"
"Oostduinkerke","8534","https://www.google.com/maps/?q=51.1157,2.68217"
"Ledeberg","8454","https://www.google.com/maps/?q=51.0386,3.74458"
"Herenthout","8378","https://www.google.com/maps/?q=51.1401,4.75572"
"Juprelle","8354","https://www.google.com/maps/?q=50.7076,5.53127"
"Koekelare","8317","https://www.google.com/maps/?q=51.0905,2.9783"
"Sint-Martens-Latem","8303","https://www.google.com/maps/?q=51.0146,3.63779"
"Beauraing","8242","https://www.google.com/maps/?q=50.1104,4.95554"
"La Bruyere","8194","https://www.google.com/maps/?q=50.3948,4.61444"
"Kruishoutem","8179","https://www.google.com/maps/?q=50.9017,3.52588"
"Lichtervelde","8169","https://www.google.com/maps/?q=51.0333,3.15"
"Yvoir","8169","https://www.google.com/maps/?q=50.3279,4.88059"
"Zomergem","8158","https://www.google.com/maps/?q=51.1199,3.56496"
"Bassenge","8151","https://www.google.com/maps/?q=50.7588,5.60989"
"Bertrix","8063","https://www.google.com/maps/?q=49.856,5.25539"
"Philippeville","8051","https://www.google.com/maps/?q=50.1961,4.54374"
"Kortessem","8042","https://www.google.com/maps/?q=50.8589,5.38974"
"Dentergem","8038","https://www.google.com/maps/?q=50.9643,3.41617"
"Lint","7982","https://www.google.com/maps/?q=51.1271,4.49669"
"Hove","7968","https://www.google.com/maps/?q=51.1545,4.4707"
"Roeulx","7968","https://www.google.com/maps/?q=50.5037,4.11163"
"Merksplas","7963","https://www.google.com/maps/?q=51.3585,4.86513"
"Galmaarden","7939","https://www.google.com/maps/?q=50.7539,3.97121"
"Gingelom","7930","https://www.google.com/maps/?q=50.7479,5.13422"
"Zoutleeuw","7897","https://www.google.com/maps/?q=50.8332,5.10376"
"Knesselare","7889","https://www.google.com/maps/?q=51.1393,3.41282"
"Silly","7887","https://www.google.com/maps/?q=50.6488,3.92363"
"Waarschoot","7762","https://www.google.com/maps/?q=51.1525,3.605"
"Habay-la-Vieille","7704","https://www.google.com/maps/?q=49.7233,5.61999"
"Boutersem","7702","https://www.google.com/maps/?q=50.8351,4.8345"
"Quevy-le-Petit","7689","https://www.google.com/maps/?q=50.3688,3.93602"
"Jalhay","7688","https://www.google.com/maps/?q=50.5588,5.96764"
"Schelle","7675","https://www.google.com/maps/?q=51.1261,4.34114"
"Sint-Amands","7653","https://www.google.com/maps/?q=51.0564,4.20957"
"Brunehault","7592","https://www.google.com/maps/?q=50.5052,4.43209"
"Estinnes-au-Val","7573","https://www.google.com/maps/?q=50.4102,4.10477"
"Trooz","7559","https://www.google.com/maps/?q=50.5703,5.69521"
"Antoing","7507","https://www.google.com/maps/?q=50.5676,3.4492"
"Oostrozebeke","7489","https://www.google.com/maps/?q=50.9209,3.33799"
"Floreffe","7480","https://www.google.com/maps/?q=50.4345,4.7596"
"Sombreffe","7452","https://www.google.com/maps/?q=50.5286,4.60087"
"La Hulpe","7415","https://www.google.com/maps/?q=50.7309,4.48577"
"Kortenaken","7374","https://www.google.com/maps/?q=50.9086,5.05968"
"Perwez","7340","https://www.google.com/maps/?q=50.6243,4.81354"
"Vielsalm","7291","https://www.google.com/maps/?q=50.2841,5.91502"
"As","7250","https://www.google.com/maps/?q=51.0075,5.58453"
"Vorselaar","7238","https://www.google.com/maps/?q=51.2024,4.77259"
